Frequency (GHz)	DB(|S(2,1)|) : demo 1
5.75517	-0.024394
5.75517	-0.0244144
5.75517	-0.0244349
5.75517	-0.0244553
5.75518	-0.0244759
5.75518	-0.0244964
5.75518	-0.024517
5.75518	-0.0245375
5.75518	-0.0245582
5.75518	-0.0245788
5.75518	-0.0245995
5.75518	-0.0246202
5.75518	-0.0246409
5.75518	-0.0246617
5.75519	-0.0246825
5.75519	-0.0247033
5.75519	-0.0247241
5.75519	-0.024745
5.75519	-0.0247659
5.75519	-0.0247869
5.75519	-0.0248078
5.75519	-0.0248288
5.75519	-0.0248498
5.75519	-0.0248709
5.7552	-0.0248919
5.7552	-0.024913
5.7552	-0.0249342
5.7552	-0.0249553
5.7552	-0.0249765
5.7552	-0.0249977
5.7552	-0.025019
5.7552	-0.0250403
5.7552	-0.0250616
5.7552	-0.0250829
5.75521	-0.0251043
5.75521	-0.0251257
5.75521	-0.0251471
5.75521	-0.0251686
5.75521	-0.02519
5.75521	-0.0252115
5.75521	-0.0252331
5.75521	-0.0252547
5.75521	-0.0252763
5.75521	-0.0252979
5.75522	-0.0253196
5.75522	-0.0253412
5.75522	-0.025363
5.75522	-0.0253847
5.75522	-0.0254065
5.75522	-0.0254283
5.75522	-0.0254501
5.75522	-0.025472
5.75522	-0.0254939
5.75522	-0.0255159
5.75523	-0.0255378
5.75523	-0.0255598
5.75523	-0.0255818
5.75523	-0.0256039
5.75523	-0.025626
5.75523	-0.0256481
5.75523	-0.0256702
5.75523	-0.0256924
5.75523	-0.0257146
5.75523	-0.0257369
5.75524	-0.0257591
5.75524	-0.0257814
5.75524	-0.0258038
5.75524	-0.0258261
5.75524	-0.0258485
5.75524	-0.0258709
5.75524	-0.0258934
5.75524	-0.0259159
5.75524	-0.0259384
5.75524	-0.0259609
5.75525	-0.0259835
5.75525	-0.0260061
5.75525	-0.0260288
5.75525	-0.0260515
5.75525	-0.0260742
5.75525	-0.0260969
5.75525	-0.0261197
5.75525	-0.0261425
5.75525	-0.0261653
5.75525	-0.0261882
5.75526	-0.0262111
5.75526	-0.026234
5.75526	-0.026257
5.75526	-0.02628
5.75526	-0.026303
5.75526	-0.0263261
5.75526	-0.0263492
5.75526	-0.0263723
5.75526	-0.0263955
5.75526	-0.0264187
5.75527	-0.0264419
5.75527	-0.0264652
5.75527	-0.0264884
5.75527	-0.0265118
5.75527	-0.0265351
5.75527	-0.0265585
5.75527	-0.0265819
5.75527	-0.0266054
5.75527	-0.0266289
5.75527	-0.0266524
5.75528	-0.026676
5.75528	-0.0266996
5.75528	-0.0267232
5.75528	-0.0267468
5.75528	-0.0267705
5.75528	-0.0267943
5.75528	-0.026818
5.75528	-0.0268418
5.75528	-0.0268656
5.75528	-0.0268895
5.75529	-0.0269134
5.75529	-0.0269373
5.75529	-0.0269613
5.75529	-0.0269853
5.75529	-0.0270093
5.75529	-0.0270334
5.75529	-0.0270575
5.75529	-0.0270816
5.75529	-0.0271058
5.75529	-0.02713
5.7553	-0.0271542
5.7553	-0.0271785
5.7553	-0.0272028
5.7553	-0.0272272
5.7553	-0.0272516
5.7553	-0.027276
5.7553	-0.0273004
5.7553	-0.0273249
5.7553	-0.0273494
5.7553	-0.027374
5.75531	-0.0273986
5.75531	-0.0274232
5.75531	-0.0274479
5.75531	-0.0274726
5.75531	-0.0274973
5.75531	-0.0275221
5.75531	-0.0275469
5.75531	-0.0275717
5.75531	-0.0275966
5.75531	-0.0276215
5.75532	-0.0276464
5.75532	-0.0276714
5.75532	-0.0276964
5.75532	-0.0277215
5.75532	-0.0277466
5.75532	-0.0277717
5.75532	-0.0277969
5.75532	-0.0278221
5.75532	-0.0278473
5.75532	-0.0278726
5.75533	-0.0278979
5.75533	-0.0279233
5.75533	-0.0279487
5.75533	-0.0279741
5.75533	-0.0279996
5.75533	-0.0280251
5.75533	-0.0280506
5.75533	-0.0280762
5.75533	-0.0281018
5.75533	-0.0281274
5.75534	-0.0281531
5.75534	-0.0281788
5.75534	-0.0282046
5.75534	-0.0282304
5.75534	-0.0282562
5.75534	-0.0282821
5.75534	-0.028308
5.75534	-0.028334
5.75534	-0.02836
5.75534	-0.028386
5.75535	-0.0284121
5.75535	-0.0284382
5.75535	-0.0284643
5.75535	-0.0284905
5.75535	-0.0285167
5.75535	-0.028543
5.75535	-0.0285693
5.75535	-0.0285956
5.75535	-0.028622
5.75535	-0.0286484
5.75536	-0.0286749
5.75536	-0.0287013
5.75536	-0.0287279
5.75536	-0.0287545
5.75536	-0.0287811
5.75536	-0.0288077
5.75536	-0.0288344
5.75536	-0.0288611
5.75536	-0.0288879
5.75536	-0.0289147
5.75537	-0.0289416
5.75537	-0.0289685
5.75537	-0.0289954
5.75537	-0.0290223
5.75537	-0.0290494
5.75537	-0.0290764
5.75537	-0.0291035
5.75537	-0.0291306
5.75537	-0.0291578
5.75537	-0.029185
5.75538	-0.0292123
5.75538	-0.0292396
5.75538	-0.0292669
5.75538	-0.0292943
5.75538	-0.0293217
5.75538	-0.0293491
5.75538	-0.0293766
5.75538	-0.0294042
5.75538	-0.0294318
5.75539	-0.0294594
5.75539	-0.0294871
5.75539	-0.0295148
5.75539	-0.0295425
5.75539	-0.0295703
5.75539	-0.0295981
5.75539	-0.029626
5.75539	-0.0296539
5.75539	-0.0296819
5.75539	-0.0297099
5.75539	-0.0297379
5.7554	-0.029766
5.7554	-0.0297941
5.7554	-0.0298223
5.7554	-0.0298505
5.7554	-0.0298788
5.7554	-0.0299071
5.7554	-0.0299354
5.7554	-0.0299638
5.7554	-0.0299922
5.7554	-0.0300207
5.75541	-0.0300492
5.75541	-0.0300778
5.75541	-0.0301064
5.75541	-0.030135
5.75541	-0.0301637
5.75541	-0.0301924
5.75541	-0.0302212
5.75541	-0.03025
5.75541	-0.0302789
5.75541	-0.0303078
5.75542	-0.0303367
5.75542	-0.0303657
5.75542	-0.0303948
5.75542	-0.0304238
5.75542	-0.030453
5.75542	-0.0304822
5.75542	-0.0305114
5.75542	-0.0305406
5.75542	-0.0305699
5.75542	-0.0305993
5.75543	-0.0306287
5.75543	-0.0306581
5.75543	-0.0306876
5.75543	-0.0307172
5.75543	-0.0307467
5.75543	-0.0307764
5.75543	-0.030806
5.75543	-0.0308357
5.75543	-0.0308655
5.75543	-0.0308953
5.75544	-0.0309252
5.75544	-0.0309551
5.75544	-0.030985
5.75544	-0.031015
5.75544	-0.031045
5.75544	-0.0310751
5.75544	-0.0311053
5.75544	-0.0311354
5.75544	-0.0311657
5.75544	-0.0311959
5.75545	-0.0312263
5.75545	-0.0312566
5.75545	-0.031287
5.75545	-0.0313175
5.75545	-0.031348
5.75545	-0.0313786
5.75545	-0.0314092
5.75545	-0.0314398
5.75545	-0.0314705
5.75546	-0.0315013
5.75546	-0.0315321
5.75546	-0.0315629
5.75546	-0.0315938
5.75546	-0.0316248
5.75546	-0.0316557
5.75546	-0.0316868
5.75546	-0.0317179
5.75546	-0.031749
5.75546	-0.0317802
5.75546	-0.0318114
5.75547	-0.0318427
5.75547	-0.031874
5.75547	-0.0319054
5.75547	-0.0319368
5.75547	-0.0319683
5.75547	-0.0319998
5.75547	-0.0320314
5.75547	-0.032063
5.75547	-0.0320947
5.75547	-0.0321265
5.75548	-0.0321582
5.75548	-0.0321901
5.75548	-0.0322219
5.75548	-0.0322539
5.75548	-0.0322858
5.75548	-0.0323179
5.75548	-0.03235
5.75548	-0.0323821
5.75548	-0.0324143
5.75548	-0.0324465
5.75549	-0.0324788
5.75549	-0.0325111
5.75549	-0.0325435
5.75549	-0.032576
5.75549	-0.0326084
5.75549	-0.032641
5.75549	-0.0326736
5.75549	-0.0327062
5.75549	-0.0327389
5.75549	-0.0327717
5.7555	-0.0328045
5.7555	-0.0328373
5.7555	-0.0328702
5.7555	-0.0329032
5.7555	-0.0329362
5.7555	-0.0329693
5.7555	-0.0330024
5.7555	-0.0330356
5.7555	-0.0330688
5.7555	-0.0331021
5.75551	-0.0331354
5.75551	-0.0331688
5.75551	-0.0332022
5.75551	-0.0332357
5.75551	-0.0332693
5.75551	-0.0333029
5.75551	-0.0333365
5.75551	-0.0333702
5.75551	-0.033404
5.75551	-0.0334378
5.75552	-0.0334717
5.75552	-0.0335056
5.75552	-0.0335396
5.75552	-0.0335737
5.75552	-0.0336077
5.75552	-0.0336419
5.75552	-0.0336761
5.75552	-0.0337104
5.75552	-0.0337447
5.75552	-0.033779
5.75553	-0.0338135
5.75553	-0.0338479
5.75553	-0.0338825
5.75553	-0.0339171
5.75553	-0.0339517
5.75553	-0.0339864
5.75553	-0.0340212
5.75553	-0.034056
5.75553	-0.0340909
5.75553	-0.0341258
5.75554	-0.0341608
5.75554	-0.0341959
5.75554	-0.034231
5.75554	-0.0342661
5.75554	-0.0343014
5.75554	-0.0343366
5.75554	-0.034372
5.75554	-0.0344074
5.75554	-0.0344428
5.75554	-0.0344783
5.75555	-0.0345139
5.75555	-0.0345495
5.75555	-0.0345852
5.75555	-0.034621
5.75555	-0.0346568
5.75555	-0.0346926
5.75555	-0.0347286
5.75555	-0.0347645
5.75555	-0.0348006
5.75555	-0.0348367
5.75556	-0.0348728
5.75556	-0.0349091
5.75556	-0.0349453
5.75556	-0.0349817
5.75556	-0.0350181
5.75556	-0.0350545
5.75556	-0.0350911
5.75556	-0.0351276
5.75556	-0.0351643
5.75556	-0.035201
5.75557	-0.0352377
5.75557	-0.0352746
5.75557	-0.0353115
5.75557	-0.0353484
5.75557	-0.0353854
5.75557	-0.0354225
5.75557	-0.0354596
5.75557	-0.0354968
5.75557	-0.0355341
5.75557	-0.0355714
5.75558	-0.0356088
5.75558	-0.0356462
5.75558	-0.0356837
5.75558	-0.0357213
5.75558	-0.0357589
5.75558	-0.0357966
5.75558	-0.0358344
5.75558	-0.0358722
5.75558	-0.0359101
5.75558	-0.035948
5.75559	-0.0359861
5.75559	-0.0360241
5.75559	-0.0360623
5.75559	-0.0361005
5.75559	-0.0361387
5.75559	-0.0361771
5.75559	-0.0362155
5.75559	-0.0362539
5.75559	-0.0362925
5.75559	-0.0363311
5.7556	-0.0363697
5.7556	-0.0364085
5.7556	-0.0364472
5.7556	-0.0364861
5.7556	-0.036525
5.7556	-0.036564
5.7556	-0.0366031
5.7556	-0.0366422
5.7556	-0.0366814
5.7556	-0.0367206
5.75561	-0.03676
5.75561	-0.0367993
5.75561	-0.0368388
5.75561	-0.0368783
5.75561	-0.0369179
5.75561	-0.0369576
5.75561	-0.0369973
5.75561	-0.0370371
5.75561	-0.037077
5.75561	-0.0371169
5.75562	-0.0371569
5.75562	-0.0371969
5.75562	-0.0372371
5.75562	-0.0372773
5.75562	-0.0373176
5.75562	-0.0373579
5.75562	-0.0373983
5.75562	-0.0374388
5.75562	-0.0374793
5.75562	-0.03752
5.75563	-0.0375607
5.75563	-0.0376014
5.75563	-0.0376422
5.75563	-0.0376832
5.75563	-0.0377241
5.75563	-0.0377652
5.75563	-0.0378063
5.75563	-0.0378475
5.75563	-0.0378887
5.75563	-0.03793
5.75564	-0.0379714
5.75564	-0.0380129
5.75564	-0.0380545
5.75564	-0.0380961
5.75564	-0.0381378
5.75564	-0.0381795
5.75564	-0.0382214
5.75564	-0.0382633
5.75564	-0.0383052
5.75564	-0.0383473
5.75565	-0.0383894
5.75565	-0.0384316
5.75565	-0.0384739
5.75565	-0.0385162
5.75565	-0.0385587
5.75565	-0.0386012
5.75565	-0.0386437
5.75565	-0.0386864
5.75565	-0.0387291
5.75565	-0.0387719
5.75566	-0.0388147
5.75566	-0.0388577
5.75566	-0.0389007
5.75566	-0.0389438
5.75566	-0.038987
5.75566	-0.0390302
5.75566	-0.0390735
5.75566	-0.0391169
5.75566	-0.0391604
5.75566	-0.039204
5.75567	-0.0392476
5.75567	-0.0392913
5.75567	-0.0393351
5.75567	-0.0393789
5.75567	-0.0394229
5.75567	-0.0394669
5.75567	-0.039511
5.75567	-0.0395552
5.75567	-0.0395994
5.75567	-0.0396437
5.75568	-0.0396881
5.75568	-0.0397326
5.75568	-0.0397772
5.75568	-0.0398218
5.75568	-0.0398666
5.75568	-0.0399114
5.75568	-0.0399563
5.75568	-0.0400012
5.75568	-0.0400463
5.75568	-0.0400914
5.75569	-0.0401366
5.75569	-0.0401819
5.75569	-0.0402273
5.75569	-0.0402727
5.75569	-0.0403182
5.75569	-0.0403638
5.75569	-0.0404095
5.75569	-0.0404553
5.75569	-0.0405012
5.75569	-0.0405471
5.7557	-0.0405931
5.7557	-0.0406392
5.7557	-0.0406854
5.7557	-0.0407317
5.7557	-0.0407781
5.7557	-0.0408245
5.7557	-0.040871
5.7557	-0.0409176
5.7557	-0.0409643
5.7557	-0.0410111
5.75571	-0.041058
5.75571	-0.0411049
5.75571	-0.0411519
5.75571	-0.041199
5.75571	-0.0412462
5.75571	-0.0412935
5.75571	-0.0413409
5.75571	-0.0413884
5.75571	-0.0414359
5.75571	-0.0414835
5.75572	-0.0415313
5.75572	-0.0415791
5.75572	-0.041627
5.75572	-0.0416749
5.75572	-0.041723
5.75572	-0.0417712
5.75572	-0.0418194
5.75572	-0.0418677
5.75572	-0.0419162
5.75572	-0.0419647
5.75573	-0.0420133
5.75573	-0.042062
5.75573	-0.0421107
5.75573	-0.0421596
5.75573	-0.0422086
5.75573	-0.0422576
5.75573	-0.0423067
5.75573	-0.042356
5.75573	-0.0424053
5.75573	-0.0424547
5.75574	-0.0425042
5.75574	-0.0425538
5.75574	-0.0426035
5.75574	-0.0426532
5.75574	-0.0427031
5.75574	-0.0427531
5.75574	-0.0428031
5.75574	-0.0428533
5.75574	-0.0429035
5.75574	-0.0429538
5.75575	-0.0430043
5.75575	-0.0430548
5.75575	-0.0431054
5.75575	-0.0431561
5.75575	-0.0432069
5.75575	-0.0432578
5.75575	-0.0433088
5.75575	-0.0433599
5.75575	-0.043411
5.75575	-0.0434623
5.75576	-0.0435137
5.75576	-0.0435652
5.75576	-0.0436167
5.75576	-0.0436684
5.75576	-0.0437201
5.75576	-0.043772
5.75576	-0.0438239
5.75576	-0.043876
5.75576	-0.0439281
5.75576	-0.0439804
5.75577	-0.0440327
5.75577	-0.0440852
5.75577	-0.0441377
5.75577	-0.0441904
5.75577	-0.0442431
5.75577	-0.0442959
5.75577	-0.0443489
5.75577	-0.0444019
5.75577	-0.044455
5.75577	-0.0445083
5.75578	-0.0445616
5.75578	-0.0446151
5.75578	-0.0446686
5.75578	-0.0447223
5.75578	-0.044776
5.75578	-0.0448298
5.75578	-0.0448838
5.75578	-0.0449379
5.75578	-0.044992
5.75578	-0.0450463
5.75579	-0.0451006
5.75579	-0.0451551
5.75579	-0.0452097
5.75579	-0.0452643
5.75579	-0.0453191
5.75579	-0.045374
5.75579	-0.045429
5.75579	-0.0454841
5.75579	-0.0455393
5.75579	-0.0455946
5.7558	-0.04565
5.7558	-0.0457055
5.7558	-0.0457612
5.7558	-0.0458169
5.7558	-0.0458727
5.7558	-0.0459287
5.7558	-0.0459847
5.7558	-0.0460409
5.7558	-0.0460972
5.7558	-0.0461535
5.75581	-0.04621
5.75581	-0.0462666
5.75581	-0.0463233
5.75581	-0.0463802
5.75581	-0.0464371
5.75581	-0.0464941
5.75581	-0.0465513
5.75581	-0.0466085
5.75581	-0.0466659
5.75581	-0.0467234
5.75582	-0.046781
5.75582	-0.0468387
5.75582	-0.0468965
5.75582	-0.0469544
5.75582	-0.0470125
5.75582	-0.0470706
5.75582	-0.0471289
5.75582	-0.0471873
5.75582	-0.0472458
5.75582	-0.0473044
5.75583	-0.0473631
5.75583	-0.047422
5.75583	-0.0474809
5.75583	-0.04754
5.75583	-0.0475992
5.75583	-0.0476585
5.75583	-0.0477179
5.75583	-0.0477775
5.75583	-0.0478371
5.75583	-0.0478969
5.75584	-0.0479568
5.75584	-0.0480168
5.75584	-0.0480769
5.75584	-0.0481372
5.75584	-0.0481975
5.75584	-0.048258
5.75584	-0.0483186
5.75584	-0.0483794
5.75584	-0.0484402
5.75584	-0.0485012
5.75585	-0.0485623
5.75585	-0.0486235
5.75585	-0.0486848
5.75585	-0.0487463
5.75585	-0.0488078
5.75585	-0.0488695
5.75585	-0.0489314
5.75585	-0.0489933
5.75585	-0.0490554
5.75585	-0.0491176
5.75586	-0.0491799
5.75586	-0.0492423
5.75586	-0.0493049
5.75586	-0.0493676
5.75586	-0.0494304
5.75586	-0.0494934
5.75586	-0.0495564
5.75586	-0.0496196
5.75586	-0.049683
5.75586	-0.0497464
5.75587	-0.04981
5.75587	-0.0498737
5.75587	-0.0499375
5.75587	-0.0500015
5.75587	-0.0500656
5.75587	-0.0501298
5.75587	-0.0501942
5.75587	-0.0502587
5.75587	-0.0503233
5.75587	-0.050388
5.75588	-0.0504529
5.75588	-0.0505179
5.75588	-0.050583
5.75588	-0.0506483
5.75588	-0.0507137
5.75588	-0.0507793
5.75588	-0.0508449
5.75588	-0.0509107
5.75588	-0.0509767
5.75588	-0.0510427
5.75589	-0.051109
5.75589	-0.0511753
5.75589	-0.0512418
5.75589	-0.0513084
5.75589	-0.0513751
5.75589	-0.051442
5.75589	-0.0515091
5.75589	-0.0515762
5.75589	-0.0516435
5.75589	-0.051711
5.7559	-0.0517785
5.7559	-0.0518463
5.7559	-0.0519141
5.7559	-0.0519821
5.7559	-0.0520503
5.7559	-0.0521185
5.7559	-0.052187
5.7559	-0.0522555
5.7559	-0.0523242
5.7559	-0.0523931
5.75591	-0.052462
5.75591	-0.0525312
5.75591	-0.0526005
5.75591	-0.0526699
5.75591	-0.0527394
5.75591	-0.0528091
5.75591	-0.052879
5.75591	-0.052949
5.75591	-0.0530191
5.75591	-0.0530894
5.75592	-0.0531599
5.75592	-0.0532304
5.75592	-0.0533012
5.75592	-0.053372
5.75592	-0.0534431
5.75592	-0.0535142
5.75592	-0.0535856
5.75592	-0.053657
5.75592	-0.0537287
5.75592	-0.0538004
5.75593	-0.0538724
5.75593	-0.0539444
5.75593	-0.0540167
5.75593	-0.054089
5.75593	-0.0541616
5.75593	-0.0542343
5.75593	-0.0543071
5.75593	-0.0543801
5.75593	-0.0544532
5.75593	-0.0545265
5.75594	-0.0546
5.75594	-0.0546736
5.75594	-0.0547474
5.75594	-0.0548213
5.75594	-0.0548954
5.75594	-0.0549696
5.75594	-0.055044
5.75594	-0.0551186
5.75594	-0.0551933
5.75594	-0.0552682
5.75595	-0.0553432
5.75595	-0.0554184
5.75595	-0.0554937
5.75595	-0.0555693
5.75595	-0.0556449
5.75595	-0.0557208
5.75595	-0.0557968
5.75595	-0.0558729
5.75595	-0.0559493
5.75595	-0.0560257
5.75596	-0.0561024
5.75596	-0.0561792
5.75596	-0.0562562
5.75596	-0.0563334
5.75596	-0.0564107
5.75596	-0.0564882
5.75596	-0.0565658
5.75596	-0.0566436
5.75596	-0.0567216
5.75596	-0.0567998
5.75597	-0.0568781
5.75597	-0.0569566
5.75597	-0.0570353
5.75597	-0.0571141
5.75597	-0.0571931
5.75597	-0.0572723
5.75597	-0.0573516
5.75597	-0.0574311
5.75597	-0.0575108
5.75597	-0.0575907
5.75598	-0.0576708
5.75598	-0.057751
5.75598	-0.0578314
5.75598	-0.0579119
5.75598	-0.0579927
5.75598	-0.0580736
5.75598	-0.0581547
5.75598	-0.058236
5.75598	-0.0583174
5.75598	-0.0583991
5.75599	-0.0584809
5.75599	-0.0585629
5.75599	-0.0586451
5.75599	-0.0587274
5.75599	-0.0588099
5.75599	-0.0588927
5.75599	-0.0589756
5.75599	-0.0590586
5.75599	-0.0591419
5.756	-0.0592254
5.756	-0.059309
5.756	-0.0593928
5.756	-0.0594768
5.756	-0.059561
5.756	-0.0596454
5.756	-0.05973
5.756	-0.0598148
5.756	-0.0598998
5.756	-0.059985
5.756	-0.0600704
5.75601	-0.0601559
5.75601	-0.0602417
5.75601	-0.0603276
5.75601	-0.0604138
5.75601	-0.0605001
5.75601	-0.0605866
5.75601	-0.0606733
5.75601	-0.0607602
5.75601	-0.0608473
5.75601	-0.0609346
5.75602	-0.0610221
5.75602	-0.0611098
5.75602	-0.0611977
5.75602	-0.0612858
5.75602	-0.0613741
5.75602	-0.0614626
5.75602	-0.0615513
5.75602	-0.0616402
5.75602	-0.0617293
5.75602	-0.0618185
5.75603	-0.061908
5.75603	-0.0619977
5.75603	-0.0620876
5.75603	-0.0621777
5.75603	-0.062268
5.75603	-0.0623586
5.75603	-0.0624493
5.75603	-0.0625402
5.75603	-0.0626313
5.75603	-0.0627227
5.75604	-0.0628142
5.75604	-0.062906
5.75604	-0.062998
5.75604	-0.0630902
5.75604	-0.0631825
5.75604	-0.0632751
5.75604	-0.063368
5.75604	-0.063461
5.75604	-0.0635542
5.75604	-0.0636477
5.75605	-0.0637414
5.75605	-0.0638353
5.75605	-0.0639294
5.75605	-0.0640237
5.75605	-0.0641182
5.75605	-0.064213
5.75605	-0.064308
5.75605	-0.0644032
5.75605	-0.0644986
5.75605	-0.0645942
5.75606	-0.0646901
5.75606	-0.0647862
5.75606	-0.0648825
5.75606	-0.064979
5.75606	-0.0650758
5.75606	-0.0651728
5.75606	-0.06527
5.75606	-0.0653674
5.75606	-0.0654651
5.75607	-0.065563
5.75607	-0.0656611
5.75607	-0.0657594
5.75607	-0.065858
5.75607	-0.0659568
5.75607	-0.0660559
5.75607	-0.0661551
5.75607	-0.0662547
5.75607	-0.0663544
5.75607	-0.0664544
5.75607	-0.0665546
5.75608	-0.066655
5.75608	-0.0667557
5.75608	-0.0668567
5.75608	-0.0669578
5.75608	-0.0670592
5.75608	-0.0671609
5.75608	-0.0672627
5.75608	-0.0673649
5.75608	-0.0674672
5.75608	-0.0675699
5.75609	-0.0676727
5.75609	-0.0677758
5.75609	-0.0678792
5.75609	-0.0679828
5.75609	-0.0680866
5.75609	-0.0681907
5.75609	-0.068295
5.75609	-0.0683996
5.75609	-0.0685044
5.75609	-0.0686095
5.7561	-0.0687149
5.7561	-0.0688205
5.7561	-0.0689263
5.7561	-0.0690324
5.7561	-0.0691388
5.7561	-0.0692454
5.7561	-0.0693522
5.7561	-0.0694594
5.7561	-0.0695668
5.7561	-0.0696744
5.75611	-0.0697823
5.75611	-0.0698905
5.75611	-0.0699989
5.75611	-0.0701076
5.75611	-0.0702165
5.75611	-0.0703258
5.75611	-0.0704352
5.75611	-0.070545
5.75611	-0.070655
5.75611	-0.0707653
5.75612	-0.0708758
5.75612	-0.0709867
5.75612	-0.0710978
5.75612	-0.0712091
5.75612	-0.0713208
5.75612	-0.0714327
5.75612	-0.0715449
5.75612	-0.0716573
5.75612	-0.0717701
5.75612	-0.0718831
5.75613	-0.0719964
5.75613	-0.0721099
5.75613	-0.0722238
5.75613	-0.0723379
5.75613	-0.0724523
5.75613	-0.072567
5.75613	-0.072682
5.75613	-0.0727972
5.75613	-0.0729128
5.75613	-0.0730286
5.75614	-0.0731447
5.75614	-0.0732612
5.75614	-0.0733778
5.75614	-0.0734948
5.75614	-0.0736121
5.75614	-0.0737297
5.75614	-0.0738475
5.75614	-0.0739657
5.75614	-0.0740842
5.75614	-0.0742029
5.75615	-0.0743219
5.75615	-0.0744413
5.75615	-0.0745609
5.75615	-0.0746809
5.75615	-0.0748011
5.75615	-0.0749217
5.75615	-0.0750425
5.75615	-0.0751637
5.75615	-0.0752851
5.75615	-0.0754069
5.75616	-0.0755289
5.75616	-0.0756513
5.75616	-0.075774
5.75616	-0.075897
5.75616	-0.0760203
5.75616	-0.0761439
5.75616	-0.0762679
5.75616	-0.0763921
5.75616	-0.0765167
5.75616	-0.0766416
5.75617	-0.0767668
5.75617	-0.0768923
5.75617	-0.0770181
5.75617	-0.0771443
5.75617	-0.0772708
5.75617	-0.0773976
5.75617	-0.0775247
5.75617	-0.0776521
5.75617	-0.0777799
5.75617	-0.077908
5.75618	-0.0780365
5.75618	-0.0781652
5.75618	-0.0782943
5.75618	-0.0784238
5.75618	-0.0785535
5.75618	-0.0786836
5.75618	-0.078814
5.75618	-0.0789448
5.75618	-0.0790759
5.75618	-0.0792074
5.75619	-0.0793392
5.75619	-0.0794713
5.75619	-0.0796038
5.75619	-0.0797366
5.75619	-0.0798697
5.75619	-0.0800032
5.75619	-0.0801371
5.75619	-0.0802713
5.75619	-0.0804058
5.75619	-0.0805407
5.7562	-0.080676
5.7562	-0.0808116
5.7562	-0.0809476
5.7562	-0.0810839
5.7562	-0.0812206
5.7562	-0.0813576
5.7562	-0.081495
5.7562	-0.0816328
5.7562	-0.0817709
5.7562	-0.0819094
5.75621	-0.0820482
5.75621	-0.0821874
5.75621	-0.082327
5.75621	-0.082467
5.75621	-0.0826073
5.75621	-0.082748
5.75621	-0.0828891
5.75621	-0.0830305
5.75621	-0.0831723
5.75621	-0.0833145
5.75622	-0.0834571
5.75622	-0.0836
5.75622	-0.0837434
5.75622	-0.0838871
5.75622	-0.0840312
5.75622	-0.0841757
5.75622	-0.0843205
5.75622	-0.0844658
5.75622	-0.0846114
5.75622	-0.0847575
5.75623	-0.0849039
5.75623	-0.0850507
5.75623	-0.0851979
5.75623	-0.0853455
5.75623	-0.0854936
5.75623	-0.085642
5.75623	-0.0857908
5.75623	-0.08594
5.75623	-0.0860896
5.75623	-0.0862396
5.75624	-0.0863901
5.75624	-0.0865409
5.75624	-0.0866921
5.75624	-0.0868438
5.75624	-0.0869959
5.75624	-0.0871483
5.75624	-0.0873012
5.75624	-0.0874546
5.75624	-0.0876083
5.75624	-0.0877624
5.75625	-0.087917
5.75625	-0.088072
5.75625	-0.0882274
5.75625	-0.0883833
5.75625	-0.0885396
5.75625	-0.0886963
5.75625	-0.0888534
5.75625	-0.089011
5.75625	-0.089169
5.75625	-0.0893274
5.75626	-0.0894863
5.75626	-0.0896456
5.75626	-0.0898054
5.75626	-0.0899656
5.75626	-0.0901262
5.75626	-0.0902873
5.75626	-0.0904488
5.75626	-0.0906108
5.75626	-0.0907732
5.75626	-0.0909361
5.75627	-0.0910995
5.75627	-0.0912633
5.75627	-0.0914275
5.75627	-0.0915922
5.75627	-0.0917574
5.75627	-0.091923
5.75627	-0.0920891
5.75627	-0.0922557
5.75627	-0.0924227
5.75627	-0.0925902
5.75628	-0.0927582
5.75628	-0.0929266
5.75628	-0.0930956
5.75628	-0.093265
5.75628	-0.0934348
5.75628	-0.0936052
5.75628	-0.093776
5.75628	-0.0939474
5.75628	-0.0941192
5.75628	-0.0942915
5.75629	-0.0944642
5.75629	-0.0946375
5.75629	-0.0948113
5.75629	-0.0949856
5.75629	-0.0951603
5.75629	-0.0953356
5.75629	-0.0955113
5.75629	-0.0956876
5.75629	-0.0958644
5.75629	-0.0960416
5.7563	-0.0962194
5.7563	-0.0963977
5.7563	-0.0965765
5.7563	-0.0967558
5.7563	-0.0969357
5.7563	-0.097116
5.7563	-0.0972969
5.7563	-0.0974783
5.7563	-0.0976602
5.7563	-0.0978427
5.75631	-0.0980256
5.75631	-0.0982092
5.75631	-0.0983932
5.75631	-0.0985778
5.75631	-0.0987629
5.75631	-0.0989485
5.75631	-0.0991347
5.75631	-0.0993215
5.75631	-0.0995087
5.75631	-0.0996966
5.75632	-0.0998849
5.75632	-0.100074
5.75632	-0.100263
5.75632	-0.100453
5.75632	-0.100644
5.75632	-0.100835
5.75632	-0.101027
5.75632	-0.101219
5.75632	-0.101412
5.75632	-0.101605
5.75633	-0.101799
5.75633	-0.101994
5.75633	-0.102189
5.75633	-0.102385
5.75633	-0.102581
5.75633	-0.102778
5.75633	-0.102975
5.75633	-0.103174
5.75633	-0.103372
5.75633	-0.103571
5.75634	-0.103771
5.75634	-0.103972
5.75634	-0.104173
5.75634	-0.104374
5.75634	-0.104577
5.75634	-0.104779
5.75634	-0.104983
5.75634	-0.105187
5.75634	-0.105392
5.75634	-0.105597
5.75635	-0.105803
5.75635	-0.106009
5.75635	-0.106216
5.75635	-0.106424
5.75635	-0.106633
